B;0.99;2.54;5.92;9.97;14.74;15.25;13.01;9.2;5.35;2.83;1.48;0.96
B;0.85;2.46;5.49;9.66;13.31;14.45;12.51;8.41;4.73;2.46;1.37;0.82
B;1.05;2.63;5.24;9.58;13.86;15.34;12.8;8.93;5.32;2.78;1.64;0.84
B;1.0;2.49;5.57;10.11;14.02;14.66;12.25;8.06;4.48;2.33;1.14;0.71
B;0.93;2.495;5.88;10.25;14.085;15.43;13.055;8.69;4.92;2.455;1.355;0.805
B;0.98;2.47;5.76;10.17;14.08;15.32;12.83;8.78;4.74;2.4;1.21;0.73
B;1.0;2.31;5.41;9.25;13.1;14.24;12.5;8.63;5.1;2.69;1.41;0.89
B;1.075;2.555;5.465;9.99;13.52;14.815;12.845;8.61;4.99;2.585;1.455;0.835
B;0.94;2.63;5.77;10.34;14.15;15.08;12.51;8.51;4.41;2.27;1.11;0.8
B;0.97;2.37;5.81;10.05;13.93;14.29;12.32;8.05;4.37;2.27;1.26;0.71
B;0.84;2.23;4.75;8.035;11.305;12.205;10.925;7.88;4.63;2.52;1.395;0.83
B;1.09;2.89;6.7;11.17;15.99;17.53;15.09;10.68;6.33;3.39;1.76;1.05
Multivariate_threshold|Si > 0.301026;1.002402242612782;2.5655380141137143;5.649299709508093;9.939887352685666;13.778892291991857;15.054907881692756;13.02293051221252;9.023024844694199;5.218187547432986;2.768433153304876;1.4882622381016097;0.8667803904903947
Multivariate_threshold|Si <= -2.124892;0.9275023073133063;2.358097716887301;5.176041274471551;9.09733962607853;12.631266806987496;13.796728884370266;11.937779729945436;8.276075162273273;4.775944752218394;2.5357555883673024;1.3751220582109194;0.7996144422439644
Multivariate_threshold|Si <= -0.158729;0.988207355689059;2.526224341134172;5.559608711189048;9.780209381547124;13.561396590222754;14.81646029792133;12.81727489197891;8.881464424951751;5.1343745715498645;2.724336563491143;1.4668201360002306;0.8540512334267651
Multivariate_threshold|Si > -0.158729;0.988207355689059;2.526224341134172;5.559608711189048;9.780209381547124;13.561396590222754;14.81646029792133;12.81727489197891;8.881464424951751;5.1343745715498645;2.724336563491143;1.4668201360002306;0.8540512334267651
Multivariate_threshold|Si > -2.124892;0.9275023073133063;2.358097716887301;5.176041274471551;9.09733962607853;12.631266806987496;13.796728884370266;11.937779729945436;8.276075162273273;4.775944752218394;2.5357555883673024;1.3751220582109194;0.7996144422439644
Multivariate_threshold|Si <= 0.301026;1.002402242612782;2.5655380141137143;5.649299709508093;9.939887352685666;13.778892291991857;15.054907881692756;13.02293051221252;9.023024844694199;5.218187547432986;2.768433153304876;1.4882622381016097;0.8667803904903947
Multivariate_threshold|Si <= 2.269368;1.0631745932402754;2.7338510363734714;6.033292398373083;10.62351418970544;14.710053288124524;16.075769847350095;13.90340074973615;9.629085288133554;5.577014749429943;2.9572232036967687;1.5800619793815307;0.9212775344564016
